Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"HEAL Initiative Advanced Postdoctoral-to-Independent Career Transition Award in PAIN and SUD Research (K99/R00 Independent Clinical Trial Not Allowed)","12/15/2022","3/12/2025","K99/R00","NIH","NINDS","NCCIH, NCI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDCR, NIDDK","RFA-NS-22-022","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-022.html"
"National Cancer Institute Program Project Applications for the Years 2023, 2024, and 2025 (P01 Clinical Trial Optional)","12/14/2022","5/8/2026","P01","NIH","NCI","None","PAR-23-059","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-059.html"
"Integrated Preclinical / Clinical AIDS Vaccine Development Program (IPCAVD) (U19 Clinical Trial Not Allowed)","10/31/2022","3/15/2025","U19","NIH","NIAID","None","PAR-23-033","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-033.html"
"Avenir Award Program for Genetics or Epigenetics of Substance Use Disorders (DP1 Clinical Trial Optional)","10/21/2022","9/26/2025","DP1","NIH","NIDA","None","PAR-23-021","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-021.html"
"Avenir Award Program for Chemistry and Pharmacology of Substance Use Disorders (DP1- Clinical Trial Not Allowed)","10/20/2022","8/8/2025","DP1","NIH","NIDA","None","RFA-DA-24-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-007.html"
"NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed)  ","9/13/2022","9/8/2025","P01","NIH","NIAID","None","PAR-22-225","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-225.html"
"NINR Areas of Emphasis for Research to Optimize Health and Advance Health Equity (R01 Clinical Trial Optional)","9/9/2022","5/8/2025","R01","NIH","NINR","None","PAR-22-230","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-230.html"
"NINR Areas of Emphasis for Research to Optimize Health and Advance Health Equity (R21 Clinical Trial Optional)","9/9/2022","5/8/2025","R21","NIH","NINR","None","PAR-22-231","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-231.html"
"Bioengineering Research Grants (BRG) (R01 Clinical Trial Optional)","9/8/2022","9/8/2025","R01","NIH","NCI","NINDS","PAR-22-243","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-243.html"
"Bioengineering Research Grants (BRG) (R01 Clinical Trial Not Allowed)","9/8/2022","9/8/2025","R01","NIH","NCI","NEI, NIAMS, NIDCD, NIDCR, NINDS","PAR-22-242","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-242.html"
"Time-Sensitive Opportunities for Health Research (R61/R33 Clinical Trial Not Allowed)","9/1/2022","3/2/2025","R61/R33","NIH","OBSSR","NIAAA, NIAMS, NICHD, NIDA, NIMHD, NINR, ODP, ORWH, NCI","PAR-22-233","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-233.html"
"Catalyst Award for Early-Stage Investigators (ESIs) Pursuing Research on HIV Comorbidities, Coinfections, and Complications (DP1- Clinical Trial Optional)","8/24/2022","5/2/2025","DP1","NIH","NIDDK","NCI, NHLBI, NICHD","PAR-23-024","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-024.html"
"HEAL Initiative: Translational Development of Diagnostic and Therapeutic Devices (R18 Clinical Trial Not Allowed)","8/23/2022","6/18/2025","R18","NIH","NIBIB","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NINDS","RFA-EB-22-002","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-EB-22-002.html"
"HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional)","8/1/2022","6/10/2025","RM1","NIH","NINDS","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK","RFA-NS-23-003","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-003.html"
"NIMH Biobehavioral Research Awards for Innovative New Scientists (NIMH BRAINS) (R01 Clinical Trial Optional)","7/26/2022","6/21/2025","R01","NIH","NIMH","None","RFA-MH-22-185","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-185.html"
"Research to Action: Assessing and Addressing Community Exposures to Environmental Contaminants (R01 Clinical Trial Optional)","7/15/2022","9/8/2025","R01","NIH","NIEHS","NIMHD","PAR-22-210","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-210.html"
"Building in vivo Preclinical Assays of Circuit Engagement for Application in Therapeutic Development (R01 Clinical Trial Not Allowed)","7/7/2022","9/8/2025","R01","NIH","NIMH","None","PAR-22-170","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-170.html"
"Complex Integrated Multi-Component Projects in Aging Research (U19 Clinical Trial Optional)","7/7/2022","9/26/2025","U19","NIH","NIA","None","PAR-22-213","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-213.html"
"Commercial Fishing Occupational Safety Research Cooperative Agreement (U01)","6/28/2022","1/31/2028","U01","CDC","NIOSH","None","RFA-OH-22-005","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-22-005.html"
"Precision Approaches in Radiation Synthetic Combinations (PAIRS, R01 Clinical Trial Optional)","6/14/2022","9/8/2025","R01","NIH","NCI","None","PAR-22-198","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-198.html"
"Precision Approaches in Radiation Synthetic Combinations (PAIRS, R21 Clinical Trial Optional)","6/14/2022","9/8/2025","R21","NIH","NCI","None","PAR-22-199","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-199.html"
"Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research (P50 Clinical Trial Optional)","5/26/2022","6/10/2025","P50","NIH","NIMH","None","PAR-22-155","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-155.html"
"Maximizing Investigators' Research Award (R35 - Clinical Trial Optional)","5/24/2022","5/17/2025","R35","NIH","NIGMS","None","PAR-22-180","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-180.html"
"Imaging, Biomarkers and Digital Pathomics for the Early Detection of Premetastatic Cancer and Precancerous Lesions Associated with Lethal Phenotypes (R01 Clinical Trial Optional)","4/12/2022","9/8/2025","R01","NIH","NCI","None","PAR-22-131","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-131.html"
"NEI Cooperative Agreement for Early-Stage Clinical Trials with Greater than Minimal Risk (U01 Clinical Trial Required) ","4/12/2022","5/8/2025","U01","NIH","NEI","None","PAR-22-149","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-22-149.html"
"Leveraging Health Information Technology (Health IT) to Address  and Reduce Health Care Disparities (R01 Clinical Trial Optional)","3/30/2022","5/8/2025","R01","NIH","NIMHD","NEI, NIA, NIBIB, NIMH, NLM, SGMRO","PAR-22-145","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-145.html"
"NIA Program Project Applications (P01 Clinical Trial Optional)","3/10/2022","9/8/2025","P01","NIH","NIA","None","PAR-22-130","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-130.html"
"Technology Development to Reduce Health Disparities (R01 Clinical Trial Optional)","12/10/2021","5/3/2025","R01","NIH","NIBIB","NIMHD","RFA-EB-21-001","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-EB-21-001.html"
"Stimulating Urology Interdisciplinary Team Opportunity Research (SUITOR) (R01 Clinical Trial Optional)","12/1/2021","5/8/2025","R01","NIH","NIDDK","None","PAS-22-074","PAS","Optional","https://grants.nih.gov/grants/guide/pa-files/PAS-22-074.html"
"Large Health Services Research Demonstration and Dissemination Projects for Combating Antibiotic-Resistant Bacteria (CARB)(R18)","10/21/2021","10/31/2026","R18","AHRQ","AHRQ","None","PA-22-048","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-048.html"
"Large Research Projects for Combating Antibiotic-Resistant Bacteria (CARB) (R01)","10/21/2021","10/31/2026","R01","AHRQ","AHRQ","None","PA-22-047","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-047.html"
"Large Research Projects for Prevention of Healthcare-Associated Infections (R01)","7/7/2021","5/27/2025","R01","AHRQ","AHRQ","None","PA-21-265","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-21-265.html"
"Large Health Services Research Demonstration and Dissemination Projects for Prevention of Healthcare-Associated Infections (R18)","6/15/2021","5/27/2025","R18","AHRQ","AHRQ","None","PA-21-264","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-21-264.html"
"Occupational Safety and Health Research (R01)","5/30/2018","11/21/2025","R01","CDC","CDC","None","PAR-18-812","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-812.html"
"NIOSH Exploratory/Developmental Grant Program (R21)","5/24/2018","11/21/2025","R21","CDC","NIOSH","None","PAR-18-798","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-798.html"
"NIOSH Small Research Grant Program","5/24/2018","11/21/2025","R03","CDC","CDC","None","PAR-18-797","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-797.html"
